customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
2106,Sedan Premium,lease,21,2,5,208.69,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
2107,Truck Utility,lease,37,1,5,327.87,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,0
2108,Sedan Basic,lease,11,1,2,491.14,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2109,Sedan Premium,lease,14,0,2,358.96,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
2110,Sedan Premium,lease,40,1,4,372.27,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,0
2111,Sedan Premium,finance,17,1,3,509.29,3,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
2112,Truck Utility,lease,52,1,3,303.24,0,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2113,EV Compact,finance,52,4,4,389.35,1,Customer did not provide any comments.,0
2114,EV Compact,subscription,18,0,4,218.34,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract.,0
2115,Truck Utility,finance,34,4,5,438.49,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2116,Sedan Premium,finance,20,3,2,427.54,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2117,EV Compact,lease,21,2,4,495.46,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2118,SUV Sport,lease,40,4,2,262.57,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,1
2119,SUV Sport,lease,18,1,5,376.97,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,0
2120,Truck Utility,subscription,9,1,1,246.58,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
2121,Truck Utility,finance,16,3,4,370.47,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2122,EV Compact,lease,55,3,1,577.81,1,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
2123,SUV Sport,finance,16,2,5,361.51,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
2124,SUV Sport,subscription,22,2,5,236.09,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2125,Truck Utility,finance,38,4,5,318.41,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2126,Sedan Premium,finance,6,1,4,206.69,0,Customer did not provide any comments.,0
2127,Sedan Premium,subscription,16,2,3,244.51,3,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2128,SUV Sport,finance,11,1,2,480.52,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,1
2129,Sedan Basic,finance,55,1,5,226.45,1,Customer did not provide any comments.,0
2130,Sedan Premium,lease,56,2,3,437.48,0,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2131,Truck Utility,lease,45,1,5,403.09,2,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
2132,EV Compact,subscription,15,1,4,336.22,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,0
2133,SUV Sport,finance,37,3,4,427.28,0,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,0
2134,SUV Family,finance,40,1,2,287.48,0,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,0
2135,SUV Family,finance,52,3,3,500.9,2,Customer drives a SUV Family. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2136,Truck Utility,lease,10,2,3,316.2,0,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
2137,SUV Sport,subscription,44,3,4,353.64,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2138,Sedan Basic,lease,12,1,4,339.36,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
2139,SUV Sport,subscription,34,4,1,482.74,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2140,SUV Family,finance,52,1,2,465.33,0,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
2141,Truck Utility,lease,4,4,1,150.0,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,1
2142,EV Compact,lease,9,1,3,430.51,0,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2143,EV Compact,subscription,48,2,4,190.65,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2144,SUV Sport,lease,2,0,2,359.04,2,Customer drives a SUV Sport. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2145,SUV Family,lease,41,1,4,387.02,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2146,SUV Family,finance,30,0,1,357.75,0,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,1
2147,Sedan Premium,lease,21,3,5,460.1,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2148,EV Compact,lease,51,2,4,486.41,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2149,EV Compact,lease,51,2,4,307.18,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2150,EV Compact,subscription,20,3,4,302.82,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
2151,Sedan Premium,lease,1,2,2,395.68,1,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
2152,Sedan Premium,lease,8,0,5,214.75,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
2153,EV Compact,lease,7,1,4,342.76,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2154,SUV Sport,lease,58,1,1,561.77,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2155,Truck Utility,lease,36,4,5,219.24,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
2156,SUV Family,lease,40,3,4,359.19,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2157,SUV Family,lease,14,6,2,328.92,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2158,SUV Sport,finance,51,2,5,640.63,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car.,0
2159,Truck Utility,subscription,43,1,2,335.46,3,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2160,SUV Family,lease,45,1,4,342.42,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2161,Truck Utility,lease,28,1,4,276.31,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
2162,Sedan Premium,subscription,42,1,5,401.12,3,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2163,SUV Family,subscription,33,4,3,432.42,2,Customer drives a SUV Family. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2164,EV Compact,finance,23,1,5,293.7,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car.,1
2165,EV Compact,lease,36,3,2,518.65,2,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2166,EV Compact,finance,20,0,5,432.53,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,1
2167,Sedan Premium,lease,57,3,2,502.23,2,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2168,EV Compact,lease,43,1,5,360.62,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2169,EV Compact,lease,44,1,4,429.18,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2170,EV Compact,finance,43,4,4,374.43,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2171,Sedan Basic,lease,27,5,1,574.92,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
2172,Truck Utility,finance,57,2,3,413.95,3,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
2173,EV Compact,lease,13,2,1,401.05,3,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2174,Truck Utility,lease,34,0,5,345.01,0,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
2175,Sedan Premium,finance,5,3,2,338.08,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2176,Truck Utility,subscription,18,1,5,428.53,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2177,Sedan Basic,lease,34,2,5,498.35,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2178,SUV Family,finance,29,0,1,317.85,1,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car.,1
2179,SUV Sport,lease,56,5,4,415.19,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
2180,SUV Family,lease,37,2,2,422.1,2,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2181,Truck Utility,finance,25,3,1,443.0,3,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2182,Sedan Premium,lease,26,2,2,195.1,1,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,1
2183,SUV Sport,finance,37,0,3,289.03,3,Customer drives a SUV Sport. Customer is neutral about the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,0
2184,SUV Sport,finance,47,1,5,236.1,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car.,0
2185,SUV Sport,lease,17,4,4,403.95,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2186,Sedan Premium,lease,35,1,2,291.88,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
2187,Sedan Premium,lease,34,1,2,340.45,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2188,Sedan Premium,subscription,1,2,2,256.69,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
2189,SUV Family,finance,54,0,4,351.61,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2190,SUV Sport,lease,34,4,3,265.11,2,Customer drives a SUV Sport. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2191,SUV Family,lease,15,1,1,490.95,1,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
2192,SUV Family,finance,38,4,1,457.51,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2193,Sedan Premium,lease,40,0,1,418.03,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2194,Sedan Premium,finance,55,1,5,363.77,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
2195,SUV Sport,finance,3,2,3,155.48,0,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,0
2196,Truck Utility,finance,25,1,3,345.02,1,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car.,0
2197,Sedan Premium,lease,11,1,4,308.63,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
2198,EV Compact,lease,34,1,1,429.67,1,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
2199,SUV Sport,lease,30,1,1,474.36,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
2200,Sedan Premium,finance,29,2,2,438.96,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
2201,SUV Family,subscription,58,3,2,551.56,1,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
2202,Sedan Basic,lease,32,2,4,331.8,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
2203,Sedan Basic,finance,25,0,5,326.83,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,1
2204,SUV Family,finance,4,4,4,524.55,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
2205,SUV Family,lease,18,0,5,419.95,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2206,Truck Utility,lease,53,2,3,370.36,3,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
2207,Sedan Basic,lease,27,3,2,621.58,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
2208,EV Compact,finance,54,0,2,469.33,1,Customer drives a EV Compact. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car.,1
2209,Sedan Premium,finance,32,2,1,377.13,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
2210,Sedan Basic,finance,33,1,5,317.69,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
2211,Truck Utility,subscription,26,3,4,559.18,0,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
2212,Truck Utility,finance,33,3,4,424.84,2,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2213,SUV Sport,subscription,4,3,2,402.94,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,0
2214,Sedan Basic,finance,4,2,4,481.15,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2215,Sedan Basic,subscription,29,2,2,505.61,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
2216,SUV Family,subscription,36,1,3,465.98,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2217,SUV Family,finance,33,3,4,506.08,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
2218,EV Compact,subscription,26,0,5,454.16,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
2219,Sedan Premium,subscription,18,3,3,466.59,2,Customer drives a Sedan Premium. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2220,Sedan Premium,finance,42,4,4,312.2,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,0
2221,EV Compact,finance,36,3,3,617.24,3,Customer drives a EV Compact. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer mentions switching to another brand soon.,1
2222,Sedan Basic,finance,3,3,3,251.96,0,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,0
2223,Sedan Basic,subscription,27,2,5,437.13,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,0
2224,SUV Family,finance,42,4,5,239.59,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
2225,SUV Family,subscription,47,0,2,388.22,2,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
2226,SUV Sport,finance,17,1,5,331.44,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
2227,EV Compact,subscription,55,3,3,416.29,0,Customer drives a EV Compact. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
2228,EV Compact,lease,39,7,4,441.01,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2229,Sedan Premium,finance,26,1,3,285.24,2,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2230,EV Compact,finance,38,4,4,396.47,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,0
2231,SUV Sport,subscription,52,0,5,567.24,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2232,Sedan Basic,subscription,14,1,3,242.53,2,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
2233,EV Compact,finance,9,3,4,297.51,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car.,1
2234,Sedan Basic,finance,26,2,3,503.29,1,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car.,0
2235,SUV Sport,lease,5,2,4,409.31,0,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2236,Truck Utility,subscription,50,1,1,418.14,3,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,0
2237,Sedan Premium,lease,58,1,4,522.68,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
2238,Sedan Premium,finance,36,1,3,304.71,1,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car.,1
2239,SUV Family,finance,58,2,3,337.68,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2240,EV Compact,finance,5,3,2,322.88,2,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
2241,Sedan Premium,lease,38,3,4,358.22,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2242,SUV Sport,lease,27,1,2,560.74,0,Customer did not provide any comments.,0
2243,SUV Family,subscription,17,0,1,195.87,0,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,0
2244,Sedan Basic,finance,19,3,5,256.69,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,0
2245,Truck Utility,lease,33,1,3,236.12,3,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
2246,Truck Utility,finance,38,2,1,568.2,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
2247,SUV Sport,lease,10,0,2,326.27,3,Customer drives a SUV Sport. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
2248,Sedan Premium,subscription,37,2,5,360.8,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
2249,Sedan Basic,lease,55,2,2,206.24,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
2250,SUV Family,lease,1,1,2,368.51,3,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
